id,proponente_id,projeto,setor,macrosetor,impacto-esperado,status,alcance geográfico,público-alvo
1380,1380,Portal para o Progresso,Desenvolvimento Social,Desenvolvimento Comunitário,"Social, Econômico",Em andamento,Local,Funcionários
1381,1381,Iniciativa de Economia Solidária em Comunidades Carentes,"Negócios, Social",Desenvolvimento Econômico e Empresarial,"Social, Econômico",Em planejamento,Local,"Consumidores, Empresas e Governo"
1382,1382,EmpowerHer: Supporting Women in STEM Fields,Educação em STEM,Tecnologia e Educação,Social,Em planejamento,Nacional,Funcionários
1383,1383,NeuroNácar,Neurociência,Ciência e Pesquisa,Científico,Em planejamento,Local,"Consumidores, Empresas e Governo"
1384,1384,Quem Precisa de Ajuda?,Assistência Social,Serviços Sociais,Social,Em andamento,Nacional,Empresas
1385,1385,Labirinto da Liderança,Educação,Educação,"Social, Econômico",Em andamento,Local,Funcionários
1386,1386,Por Que a Arte Importa?,Arte e Cultura,Arte e Cultura,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
1387,1387,TranspireX,Tecnologia Têxtil,Engenharia,Econômico,Em andamento,Local,População
1388,1388,Iniciativa de Empoderamento Feminino,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários
1389,1389,Gaia Global,Ambiental,Meio Ambiente,"Ambiental, Social",Em andamento,Nacional,"Consumidores, Empresas e Governo"
1390,1390,BiodiversidadeBase,Biotecnologia,Engenharia,"Ambiental, Científico",Em andamento,Local,Consumidores e Empresas
1391,1391,Wi-Fi com Impacto,Tecnologia,Tecnologia e Inovação,"Econômico, Social",Em andamento,Local,Funcionários
1392,1392,FuturoPróspero,Educação,Educação,Econômico,Em andamento,Local,População
1393,1393,InovaSaúde,Saúde,Saúde e Bem-estar,Social,Em planejamento,Nacional,Empresas
1394,1394,Iniciativa de Inovação na IBM,Tecnologia,Tecnologia e Inovação,"Científico, Econômico",Em andamento,Local,Funcionários
1395,1395,Quem Cultiva o Bem?,Agricultura Sustentável,Sustentabilidade,"Ambiental, Social",Em andamento,Local,Empresas
1396,1396,EcoTravels,Viagens Sustentáveis,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,População
1397,1397,Projeto Progresso Pessoal,Educação,Educação,Econômico,Em andamento,Local,Consumidores e Empresas
1398,1398,Liderança e Colaboração,Educação,Educação,Econômico,Em andamento,Local,Consumidores e Empresas
1399,1399,GráficoGenético,Genética,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
1400,1400,Mininum living wage - base operacional,Finanças,Economia e Finanças,"Econômico, Social",Em andamento,Nacional,Funcionários
1401,1401,Espiritu Libre (Espírito Livre),Social,Serviços Sociais,"Social, Cultural",Em andamento,Nacional,Empresas
1402,1402,CleanAir Transport,"Transporte, Tecnologia",Transporte e Logística,"Ambiental, Econômico",Em andamento,Local,Funcionários
1403,1403,ConectaInovação,Inovação Tecnológica,Tecnologia e Inovação,"Econômico, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
1404,1404,Promoção de Energias Renováveis em Comunidades Rurais,Energia,Energia e Recursos,"Ambiental, Social",Em andamento,Local,Funcionários e Empresas
1405,1405,EcoRouteX,Tecnologia,Tecnologia e Inovação,Ambiental,Em andamento,Nacional,"Consumidores, Empresas e Governo"
1406,1406,VeloTech,TI,Tecnologia e Informação,Econômico,Em planejamento,Nacional,Funcionários e Empresas
1407,1407,Iniciativa Renovação Pessoal,Desenvolvimento Pessoal,Educação,Social,Em planejamento,Local,Empresas
1408,1408,Lazer e Logística,Urbanismo,Desenvolvimento Urbano e Infraestrutura,"Econômico, Social",Em planejamento,Local,Funcionários
1409,1409,EcoFlow,Sustentabilidade,Sustentabilidade,Ambiental,Em planejamento,Local,"Consumidores, Empresas e Governo"
1410,1410,AcciónPositiva,Social,Serviços Sociais,Social,Em andamento,Local,Funcionários e Empresas
1411,1411,GreenBiz: Negócios Verdes,Empreendedorismo Sustentável,Sustentabilidade,"Ambiental, Econômico",Em planejamento,Local,Funcionários
1412,1412,Iniciativa Rosa Negra,Social,Serviços Sociais,Social,Em planejamento,Local,"Consumidores, Empresas e Governo"
1413,1413,Proyecto Camino+,Educação,Educação,Econômico,Em andamento,Local,Funcionários
1414,1414,DadosDinâmicos,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,"Consumidores, Empresas e Governo"
1415,1415,Porta para o Possível,TI,Tecnologia e Informação,"Econômico, Científico",Em andamento,Local,Consumidores
1416,1416,AçãoCultural,Cultura,Arte e Cultura,Social,Em andamento,Local,População
1417,1417,Harmonie Humaine (Harmonia Humana),Social,Serviços Sociais,Social,Em planejamento,Local,Consumidores
1418,1418,SmartTrans Solutions,Tecnologia,Tecnologia e Inovação,"Ambiental, Econômico",Em andamento,Local,Consumidores
1419,1419,Ações de Promoção da Diversidade e Inclusão em Instituições de Ensino Superior,Educação,Educação,Social,Em andamento,Local,Consumidores
1420,1420,Projeto de Inclusão na Nike,Social,Serviços Sociais,Social,Em andamento,Nacional,Funcionários
1421,1421,Projeto Viva Verde: Promoção do Estilo de Vida Sustentável,Sustentabilidade,Sustentabilidade,"Social, Ambiental",Em andamento,Local,Funcionários e Empresas
1422,1422,EmpreendeNegócios,Empreendedorismo,Empreendedorismo e Inovação,"Econômico, Social",Em andamento,Local,Funcionários
1423,1423,QuânticaQuotidiana,Científico,Ciência e Pesquisa,Científico,Em andamento,Local,Empresas
1424,1424,Projeto Renovação,Desenvolvimento Pessoal,Educação,Social,Em andamento,Nacional,"Consumidores, Empresas e Governo"
